Date,Open,High,Low,Close,Volume,Adj Close
2016-10-14,5518.299805,5531.50,5514.700195,5518.50,605120300,5518.50
2016-10-13,5555.200195,5555.200195,5505.399902,5518.299805,762614900,5518.299805
2016-10-12,5562.200195,5562.200195,5516.600098,5555.200195,752297100,5555.200195
2016-10-11,5555.50,5578.899902,5555.50,5562.200195,734872400,5562.200195
2016-10-10,5548.50,5574.600098,5548.50,5555.50,703684400,5555.50
2016-10-07,5564.799805,5573.899902,5539.50,5548.50,772697100,5548.50
2016-10-06,5537.00,5567.600098,5537.00,5564.799805,752302200,5564.799805
2016-10-05,5569.899902,5569.899902,5525.50,5537.00,803770200,5537.00
2016-10-04,5564.799805,5569.899902,5535.299805,5569.899902,697402200,5569.899902
2016-10-03,5525.200195,5578.899902,5525.200195,5564.799805,402929600,5564.799805
2016-09-30,5558.200195,5558.200195,5506.799805,5525.200195,784103400,5525.200195
2016-09-29,5500.200195,5560.700195,5500.200195,5558.200195,773967700,5558.200195
2016-09-28,5493.700195,5521.00,5487.50,5500.200195,708347000,5500.200195
2016-09-27,5519.100098,5519.100098,5462.100098,5493.700195,770277500,5493.700195
2016-09-26,5518.600098,5523.399902,5496.399902,5519.100098,616514900,5519.100098
2016-09-23,5466.299805,5521.899902,5465.600098,5518.600098,921612100,5518.600098
2016-09-22,5429.399902,5482.700195,5429.399902,5466.299805,729218700,5466.299805
2016-09-21,5397.299805,5435.200195,5397.299805,5429.399902,794801100,5429.399902
2016-09-20,5393.700195,5406.700195,5372.899902,5397.299805,841809100,5397.299805
2016-09-19,5396.700195,5400.100098,5374.899902,5393.700195,187922800,5393.700195
2016-09-16,5337.100098,5403.399902,5337.100098,5396.700195,1484629200,5396.700195
2016-09-15,5326.600098,5339.200195,5303.399902,5337.100098,922323000,5337.100098
2016-09-14,5310.00,5329.799805,5294.100098,5326.600098,951322400,5326.600098
2016-09-13,5319.100098,5375.00,5309.700195,5310.00,855455400,5310.00
2016-09-12,5440.50,5440.50,5315.00,5319.100098,846196000,5319.100098
2016-09-09,5484.600098,5484.600098,5434.399902,5440.50,808189800,5440.50
2016-09-08,5521.100098,5521.100098,5457.600098,5484.600098,798503100,5484.600098
2016-09-07,5510.399902,5537.100098,5509.100098,5521.100098,945474000,5521.100098
2016-09-06,5524.399902,5525.200195,5501.399902,5510.399902,669325700,5510.399902
2016-09-05,5470.600098,5525.799805,5470.600098,5524.399902,711823800,5524.399902
2016-09-02,5511.200195,5516.100098,5460.899902,5470.600098,900674000,5470.600098
2016-09-01,5529.399902,5529.399902,5501.600098,5511.200195,780724200,5511.200195
2016-08-31,5573.50,5573.50,5510.200195,5529.399902,964801000,5529.399902
2016-08-30,5561.50,5596.00,5561.50,5573.50,827717500,5573.50
2016-08-29,5607.399902,5608.50,5545.399902,5561.50,746042200,5561.50
2016-08-26,5631.399902,5633.50,5603.899902,5607.399902,782849200,5607.399902
2016-08-25,5653.600098,5653.600098,5625.700195,5631.399902,866331500,5631.399902
2016-08-24,5647.100098,5662.600098,5645.50,5653.600098,793636600,5653.600098
2016-08-23,5612.299805,5666.50,5612.299805,5647.100098,837467300,5647.100098
2016-08-22,5625.399902,5634.600098,5606.200195,5612.299805,745905500,5612.299805
2016-08-19,5607.299805,5631.200195,5604.899902,5625.399902,745602000,5625.399902
2016-08-18,5628.100098,5639.600098,5596.299805,5607.299805,818886500,5607.299805
2016-08-17,5625.700195,5630.799805,5602.399902,5628.100098,777724100,5628.100098
2016-08-16,5633.799805,5642.299805,5624.200195,5625.700195,730617200,5625.700195
2016-08-15,5626.299805,5638.700195,5607.700195,5633.799805,617531500,5633.799805
2016-08-12,5599.399902,5641.50,5599.399902,5626.299805,784363300,5626.299805
2016-08-11,5628.200195,5628.200195,5575.700195,5599.399902,681049200,5599.399902
2016-08-10,5636.700195,5636.700195,5598.200195,5628.200195,730321300,5628.200195
2016-08-09,5625.700195,5638.700195,5622.399902,5636.700195,692857300,5636.700195
2016-08-08,5585.600098,5635.00,5585.600098,5625.700195,623026500,5625.700195
2016-08-05,5563.399902,5599.600098,5563.399902,5585.600098,624805800,5585.600098
2016-08-04,5551.399902,5593.899902,5551.399902,5563.399902,708102200,5563.399902
2016-08-03,5621.00,5621.00,5551.399902,5551.399902,800917900,5551.399902
2016-08-02,5670.100098,5673.299805,5621.200195,5622.100098,797619000,5622.100098
2016-08-01,5644.00,5691.799805,5644.00,5670.100098,615237800,5670.100098
2016-07-29,5636.700195,5650.799805,5618.899902,5644.00,949094900,5644.00
2016-07-28,5615.00,5643.00,5614.700195,5636.700195,739123300,5636.700195
2016-07-27,5612.600098,5639.799805,5606.299805,5615.00,660203900,5615.00
2016-07-26,5604.50,5612.600098,5574.299805,5612.600098,730289000,5612.600098
2016-07-25,5574.299805,5623.100098,5574.299805,5607.50,622182300,5607.50
2016-07-22,5589.00,5589.100098,5555.100098,5574.299805,658949200,5574.299805
2016-07-21,5565.899902,5606.600098,5565.899902,5588.700195,907628600,5588.700195
2016-07-20,5533.899902,5565.899902,5519.399902,5565.899902,728359700,5565.899902
2016-07-19,5538.899902,5548.200195,5516.799805,5533.899902,765978900,5533.899902
2016-07-18,5510.100098,5542.299805,5509.799805,5538.899902,615112400,5538.899902
2016-07-15,5491.799805,5531.200195,5491.799805,5510.100098,743550100,5510.100098
2016-07-14,5470.299805,5496.799805,5468.200195,5491.799805,662148500,5491.799805
2016-07-13,5433.200195,5473.600098,5433.200195,5470.299805,751867100,5470.299805
2016-07-12,5417.50,5469.799805,5417.50,5433.200195,745823900,5433.200195
2016-07-11,5315.600098,5417.50,5315.600098,5417.50,669305700,5417.50
2016-07-08,5311.00,5322.200195,5301.600098,5315.600098,556502300,5315.600098
2016-07-07,5284.700195,5329.299805,5284.700195,5311.00,695534000,5311.00
2016-07-06,5312.799805,5312.799805,5237.799805,5284.700195,821640600,5284.700195
2016-07-05,5365.200195,5365.899902,5306.899902,5312.799805,688938600,5312.799805
2016-07-04,5327.100098,5365.200195,5303.100098,5365.200195,684032100,5365.200195
2016-07-01,5310.399902,5356.50,5310.399902,5327.00,809092000,5327.00
2016-06-30,5221.00,5324.399902,5221.00,5310.399902,956191200,5310.399902
2016-06-29,5179.700195,5232.899902,5179.700195,5221.00,981446500,5221.00
2016-06-28,5216.200195,5216.200195,5131.899902,5179.700195,975461900,5179.700195
2016-06-27,5192.799805,5233.700195,5132.799805,5216.200195,879729500,5216.200195
2016-06-24,5358.600098,5402.200195,5163.700195,5192.799805,1368870800,5192.799805
2016-06-23,5349.600098,5369.600098,5347.50,5358.600098,673266600,5358.600098
2016-06-22,5353.299805,5374.799805,5339.399902,5349.50,680091600,5349.50
2016-06-21,5335.600098,5366.899902,5330.399902,5353.299805,772086100,5353.299805
2016-06-20,5248.299805,5335.600098,5248.299805,5335.600098,726872000,5335.600098
2016-06-17,5231.700195,5261.700195,5231.700195,5248.299805,1307971600,5248.299805
2016-06-16,5230.399902,5282.700195,5226.899902,5231.700195,1029379300,5231.700195
2016-06-15,5282.50,5282.50,5230.399902,5230.399902,843161400,5230.399902
2016-06-14,5391.600098,5391.600098,5277.799805,5282.50,899192400,5282.50
2016-06-10,5437.399902,5437.399902,5374.399902,5391.600098,624932600,5391.600098
2016-06-09,5441.100098,5459.600098,5412.600098,5437.399902,778780800,5437.399902
2016-06-08,5441.00,5446.299805,5409.299805,5441.100098,738298800,5441.100098
2016-06-07,5430.799805,5461.00,5430.600098,5441.00,836802600,5441.00
2016-06-06,5392.50,5445.200195,5391.600098,5431.00,715776300,5431.00
2016-06-03,5354.200195,5397.50,5354.200195,5392.50,664365100,5392.50
2016-06-02,5395.200195,5400.899902,5346.799805,5354.200195,719466300,5354.200195
2016-06-01,5447.799805,5447.799805,5379.799805,5395.200195,749018500,5395.200195
2016-05-31,5473.600098,5473.600098,5433.399902,5447.799805,1173910200,5447.799805
2016-05-30,5469.700195,5479.200195,5456.700195,5473.600098,611764500,5473.600098
2016-05-27,5451.899902,5489.799805,5451.899902,5469.700195,762260000,5469.700195
2016-05-26,5436.799805,5466.200195,5420.100098,5451.899902,776657300,5451.899902
2016-05-25,5361.899902,5457.299805,5361.899902,5436.799805,806996800,5436.799805
2016-05-24,5384.899902,5388.899902,5361.899902,5361.899902,675865100,5361.899902
2016-05-23,5415.200195,5428.50,5364.100098,5384.899902,678417300,5384.899902
2016-05-20,5385.600098,5428.399902,5383.00,5415.200195,712958000,5415.200195
2016-05-19,5420.50,5433.100098,5367.50,5385.600098,890588900,5385.600098
2016-05-18,5458.50,5458.50,5411.700195,5420.50,877931900,5420.50
2016-05-17,5420.299805,5458.50,5420.299805,5458.50,828382700,5458.50
2016-05-16,5396.299805,5434.200195,5387.799805,5420.299805,658255500,5420.299805
2016-05-13,5423.399902,5436.799805,5377.899902,5396.299805,781387300,5396.299805
2016-05-12,5434.799805,5435.700195,5403.299805,5423.399902,803292600,5423.399902
