Date,Open,High,Low,Close
11/07/14,16934.04,16938.20,16824.08,16880.38
11/06/14,16993.46,17045.94,16725.45,16792.48
11/05/14,16785.44,16995.02,16778.28,16937.32
11/04/14,16732.85,17127.66,16720.99,16862.47
10/31/14,15817.14,16533.91,15817.14,16413.76
10/30/14,15596.50,15701.04,15584.83,15658.20
10/29/14,15442.39,15595.29,15394.79,15553.91
10/28/14,15363.28,15374.46,15263.36,15329.91
10/27/14,15404.28,15424.05,15333.71,15388.72
10/24/14,15354.35,15377.05,15232.00,15291.64
10/23/14,15093.78,15232.51,15059.64,15138.96
10/22/14,15038.19,15195.78,15001.43,15195.77
10/21/14,15115.29,15115.29,14761.84,14804.28
