Date,Open,High,Low,Close
12/18/15,10072.98,10072.98,9966.82,9967.65
12/17/15,10267.83,10267.82,10112.57,10112.63
12/16/15,10164.84,10282.24,10139.59,10267.83
12/15/15,10057.33,10149.12,10057.33,10110.94
12/14/15,9977.82,10013.85,9880.42,9986.76
12/11/15,10074.08,10075.43,9956.71,9976.65
12/10/15,10165.46,10242.79,10155.57,10172.04
12/09/15,10191.35,10316.97,10115.77,10162.37
12/08/15,10214.29,10254.75,10157.69,10198.37
12/07/15,10408.86,10408.86,10264.48,10304.53
12/04/15,10266.50,10417.76,10264.96,10408.86
12/03/15,10415.56,10422.78,10227.36,10257.38
12/02/15,10501.10,10511.12,10376.45,10389.20
12/01/15,10447.06,10523.79,10446.58,10519.59
11/30/15,10455.48,10460.33,10409.47,10409.58
11/27/15,10442.61,10463.97,10425.56,10450.53
11/25/15,10449.68,10471.28,10430.14,10450.36
11/24/15,10379.27,10472.78,10358.03,10449.72
11/23/15,10433.63,10469.62,10402.46,10421.41
11/20/15,10460.25,10499.05,10430.06,10444.20
11/19/15,10426.13,10455.19,10416.38,10431.46
11/18/15,10285.37,10436.00,10285.37,10429.60
11/17/15,10320.06,10368.38,10266.56,10285.76
11/16/15,10143.38,10299.46,10141.55,10299.40
11/13/15,10206.54,10228.89,10145.65,10155.07
11/12/15,10335.00,10342.87,10235.20,10235.95
11/11/15,10454.15,10460.35,10396.79,10399.90
11/10/15,10389.18,10440.23,10370.67,10432.35
11/09/15,10486.72,10488.19,10381.41,10415.19
11/06/15,10525.65,10531.11,10441.84,10513.35
11/05/15,10563.92,10588.13,10501.31,10548.36
11/04/15,10629.58,10638.69,10536.48,10563.96
11/03/15,10556.36,10641.62,10542.21,10609.92
11/02/15,10474.58,10591.25,10473.84,10579.87
10/30/15,10509.15,10531.43,10460.83,10460.96
10/29/15,10504.35,10514.44,10466.20,10498.16
10/28/15,10428.03,10538.22,10409.46,10538.20
10/27/15,10420.75,10427.75,10364.92,10400.18
10/26/15,10495.91,10495.91,10458.06,10464.62
10/23/15,10486.94,10519.82,10450.44,10506.51
10/22/15,10342.75,10467.11,10342.75,10448.83
10/21/15,10403.74,10410.99,10299.05,10306.44
10/20/15,10377.24,10427.34,10361.41,10383.42
10/19/15,10385.46,10399.27,10353.01,10391.60
10/16/15,10407.28,10424.99,10365.69,10421.91
10/15/15,10259.51,10380.84,10244.98,10378.27
10/14/15,10267.50,10303.70,10214.99,10229.67
10/13/15,10298.57,10360.78,10254.42,10262.94
10/12/15,10356.33,10367.70,10329.00,10356.48
10/09/15,10376.69,10400.15,10331.03,10361.26
10/08/15,10238.12,10375.10,10222.07,10361.04
10/07/15,10212.35,10284.26,10168.02,10258.52
10/06/15,10167.50,10205.11,10124.93,10156.38
10/05/15,10035.86,10176.98,10035.86,10167.93
10/02/15,9755.77,9973.56,9697.27,9973.56
10/01/15,9832.33,9865.05,9720.84,9820.94
09/30/15,9698.93,9803.65,9689.19,9799.69
09/29/15,9612.63,9670.30,9565.23,9622.07
09/28/15,9803.40,9803.40,9590.44,9601.42
09/25/15,9913.63,9948.77,9814.57,9857.25
09/24/15,9813.16,9859.88,9727.00,9837.81
09/23/15,9923.73,9941.47,9847.09,9867.90
09/22/15,9970.26,9970.27,9855.69,9912.60
09/21/15,10049.36,10132.06,10026.14,10066.07
09/18/15,10118.22,10130.90,10009.31,10031.60
09/17/15,10217.05,10362.27,10200.62,10215.54
09/16/15,10139.09,10244.69,10138.29,10236.72
09/15/15,10008.63,10123.28,9996.84,10105.87
09/14/15,10026.56,10026.56,9964.52,9988.59
09/11/15,9987.48,10040.27,9942.94,10040.22
09/10/15,9985.03,10078.34,9957.35,10019.40
09/09/15,10193.04,10219.56,9972.81,9988.91
09/08/15,9974.78,10113.26,9974.78,10109.68
09/04/15,9955.37,9955.38,9825.20,9871.85
09/03/15,10044.35,10150.83,10018.01,10049.29
09/02/15,9963.14,10013.36,9884.15,10013.36
09/01/15,10176.50,10176.50,9821.37,9874.67
08/31/15,10198.32,10226.16,10120.48,10176.50
08/28/15,10199.17,10256.84,10180.25,10242.06
08/27/15,10044.35,10248.38,10044.35,10230.51
08/26/15,9692.40,9986.48,9692.40,9979.67
08/25/15,9790.10,10063.15,9689.65,9692.39
08/24/15,9864.30,10068.92,9509.59,9789.94
08/21/15,10402.31,10426.03,10195.69,10195.69
08/20/15,10618.35,10622.45,10475.74,10475.75
08/19/15,10742.32,10761.02,10638.19,10687.03
08/18/15,10799.54,10819.69,10780.01,10792.80
08/17/15,10743.56,10819.22,10708.34,10818.57
08/14/15,10736.35,10784.33,10730.50,10782.24
08/13/15,10779.44,10780.06,10722.88,10745.31
08/12/15,10725.88,10789.66,10628.94,10779.46
08/11/15,10857.09,10857.09,10757.18,10802.09
08/10/15,10804.81,10906.08,10804.81,10906.05
08/07/15,10779.50,10785.35,10728.48,10763.15
08/06/15,10851.34,10856.39,10756.85,10799.44
08/05/15,10874.20,10916.22,10833.58,10847.85
08/04/15,10849.15,10869.59,10802.22,10824.69
08/03/15,10883.47,10883.47,10795.02,10841.26
07/31/15,10908.31,10933.39,10872.33,10882.28
07/30/15,10866.31,10887.90,10824.73,10881.75
07/29/15,10795.18,10895.22,10794.00,10883.91
07/28/15,10698.90,10800.22,10668.66,10790.18
07/27/15,10688.86,10698.53,10636.27,10656.61
07/24/15,10830.78,10831.19,10706.14,10721.94
07/23/15,10918.09,10919.16,10825.69,10840.73
07/22/15,10897.14,10917.16,10881.05,10899.86
07/21/15,10960.41,10974.82,10902.10,10919.00
07/20/15,10991.28,10991.28,10954.58,10969.48
07/17/15,11010.84,11010.84,10965.67,10987.17
07/16/15,11013.33,11032.61,11011.54,11024.87
07/15/15,10989.37,10996.44,10934.67,10958.83
07/14/15,10944.00,11003.01,10938.73,10993.26
07/13/15,10853.92,10950.18,10853.92,10944.85
07/10/15,10689.51,10871.46,10689.51,10853.92
07/09/15,10741.76,10801.93,10688.33,10689.51
07/08/15,10755.56,10755.56,10622.32,10636.81
07/07/15,10764.97,10841.49,10631.52,10829.32
07/06/15,10770.03,10836.93,10732.41,10782.68
07/02/15,10885.53,10903.37,10838.93,10864.82
07/01/15,10844.46,10890.36,10821.37,10858.99
06/30/15,10859.11,10873.66,10768.63,10805.20
06/29/15,10940.98,10953.07,10787.28,10790.34
06/26/15,11048.59,11063.46,11008.98,11040.31
06/25/15,11078.57,11094.79,11030.77,11035.73
06/24/15,11132.44,11142.10,11066.14,11066.14
